Year,Month,Day,biome,chemi,gas
2014,1,30,-0.0032 ,-0.0055 ,-0.0093 
2014,2,7,0.0056 ,0.0148 ,0.0246 
2014,2,10,0.0309 ,0.0288 ,0.0361 
2014,2,11,-0.0074 ,0.0006 ,0.0058 
2014,2,12,0.0134 ,0.0124 ,0.0106 
2014,2,13,-0.0176 ,-0.0114 ,-0.0194 
2014,2,14,0.0252 ,0.0221 ,0.0182 
2014,2,17,0.0097 ,0.0222 ,0.0281 
2014,2,18,0.0024 ,0.0022 ,0.0032 
2014,2,19,0.0120 ,0.0044 ,0.0025 
2014,2,20,-0.0222 ,-0.0153 ,-0.0147 
2014,2,21,0.0020 ,-0.0069 ,-0.0001 
2014,2,24,0.0194 ,0.0086 ,0.0092 
2014,2,25,-0.0062 ,-0.0347 ,-0.0462 
2014,2,26,0.0002 ,0.0104 ,0.0152 
2014,2,27,-0.0349 ,-0.0170 ,0.0059 
2014,2,28,-0.0115 ,0.0100 ,0.0179 
2014,3,3,0.0244 ,0.0195 ,0.0178 
2014,3,4,-0.0054 ,-0.0024 ,-0.0018 
2014,3,5,-0.0044 ,-0.0024 ,-0.0045 
2014,3,6,-0.0057 ,-0.0006 ,-0.0089 
2014,3,7,0.0080 ,0.0041 ,0.0010 
2014,3,10,-0.0300 ,-0.0292 ,-0.0391 
2014,3,11,-0.0011 ,0.0077 ,-0.0132 
2014,3,12,-0.0052 ,0.0001 ,-0.0033 
2014,3,13,0.0139 ,0.0099 ,0.0090 
2014,3,14,-0.0032 ,-0.0006 ,-0.0070 
2014,3,17,0.0263 ,0.0235 ,0.0200 
2014,3,18,0.0007 ,0.0045 ,0.0053 
2014,3,19,-0.0037 ,0.0072 ,-0.0029 
2014,3,20,-0.0268 ,-0.0242 ,-0.0353 
2014,3,21,0.0127 ,0.0145 ,0.0206 
2014,3,24,0.0017 ,0.0067 ,0.0061 
2014,3,25,-0.0017 ,-0.0023 ,-0.0021 
2014,3,26,0.0038 ,0.0062 ,0.0032 
2014,3,27,-0.0161 ,-0.0197 ,-0.0224 
2014,3,28,-0.0311 ,-0.0286 ,-0.0257 
2014,3,31,-0.0099 ,0.0002 ,-0.0069 
2014,4,1,0.0056 ,0.0113 ,0.0213 
2014,4,2,-0.0095 ,-0.0029 ,-0.0053 
2014,4,3,-0.0072 ,-0.0012 ,-0.0007 
2014,4,4,0.0031 ,0.0132 ,0.0158 
2014,4,8,0.0047 ,0.0096 ,0.0080 
2014,4,9,0.0148 ,0.0086 ,0.0074 
2014,4,10,0.0137 ,-0.0006 ,0.0040 
2014,4,11,0.0017 ,-0.0004 ,-0.0003 
2014,4,14,0.0154 ,0.0073 ,0.0124 
2014,4,15,-0.0077 ,-0.0036 ,-0.0103 
2014,4,16,-0.0012 ,-0.0019 ,0.0079 
2014,4,17,0.0038 ,-0.0008 ,-0.0020 
2014,4,18,0.0091 ,0.0057 ,0.0072 
2014,4,21,-0.0204 ,-0.0164 ,-0.0183 
2014,4,22,-0.0061 ,-0.0118 ,-0.0100 
2014,4,23,0.0014 ,-0.0006 ,-0.0041 
2014,4,24,-0.0031 ,-0.0127 ,-0.0097 
2014,4,25,-0.0102 ,-0.0163 ,-0.0170 
2014,4,28,-0.0408 ,-0.0330 ,-0.0367 
2014,4,29,0.0252 ,0.0098 ,0.0180 
2014,4,30,0.0115 ,0.0119 ,0.0071 
2014,5,5,0.0131 ,0.0126 ,0.0046 
2014,5,6,0.0052 ,0.0083 ,0.0057 
2014,5,7,-0.0183 ,-0.0155 ,-0.0171 
2014,5,8,-0.0047 ,-0.0003 ,0.0042 
2014,5,9,-0.0091 ,-0.0083 ,-0.0075 
2014,5,12,0.0268 ,0.0255 ,0.0236 
2014,5,13,-0.0003 ,-0.0035 ,-0.0010 
2014,5,14,0.0042 ,0.0016 ,0.0021 
2014,5,15,-0.0110 ,-0.0215 ,-0.0200 
2014,5,16,-0.0116 ,-0.0051 ,-0.0008 
2014,5,19,-0.0130 ,-0.0024 ,-0.0037 
2014,5,20,0.0043 ,0.0003 ,0.0058 
2014,5,21,0.0100 ,0.0081 ,0.0095 
2014,5,22,-0.0018 ,0.0007 ,0.0176 
2014,5,23,0.0156 ,0.0075 ,0.0050 
2014,5,26,0.0193 ,0.0143 ,0.0117 
2014,5,27,-0.0064 ,-0.0028 ,-0.0083 
2014,5,28,0.0115 ,0.0083 ,0.0118 
2014,5,29,-0.0085 ,-0.0100 ,-0.0137 
2014,5,30,0.0082 ,0.0021 ,-0.0005 
2014,6,3,0.0133 ,0.0011 ,-0.0005 
2014,6,4,-0.0119 ,-0.0085 ,-0.0089 
2014,6,5,0.0084 ,0.0106 ,0.0130 
2014,6,6,0.0076 ,0.0018 ,0.0005 
2014,6,9,-0.0066 ,-0.0043 ,-0.0022 
2014,6,10,0.0044 ,0.0102 ,0.0160 
2014,6,11,0.0130 ,0.0030 ,0.0059 
2014,6,12,-0.0007 ,-0.0019 ,-0.0006 
2014,6,13,0.0059 ,0.0089 ,0.0096 
2014,6,16,-0.0001 ,0.0058 ,0.0081 
2014,6,17,-0.0095 ,-0.0081 ,-0.0076 
2014,6,18,0.0011 ,-0.0037 ,-0.0059 
2014,6,19,-0.0245 ,-0.0243 ,-0.0312 
2014,6,20,0.0070 ,0.0125 ,0.0095 
2014,6,23,0.0135 ,0.0086 ,0.0107 
2014,6,24,0.0077 ,0.0080 ,0.0097 
2014,6,25,-0.0074 ,-0.0009 ,-0.0037 
2014,6,26,0.0119 ,0.0134 ,0.0152 
2014,6,27,0.0037 ,0.0071 ,0.0099 
2014,6,30,0.0117 ,0.0115 ,0.0091 
2014,7,1,0.0152 ,0.0041 ,0.0078 
2014,7,2,0.0068 ,0.0065 ,0.0075 
2014,7,3,0.0370 ,0.0158 ,0.0089 
2014,7,4,0.0006 ,0.0002 ,0.0034 
2014,7,7,0.0056 ,0.0046 ,-0.0010 
2014,7,8,0.0035 ,0.0061 ,0.0073 
2014,7,9,-0.0155 ,-0.0161 ,-0.0149 
2014,7,10,0.0037 ,0.0040 ,0.0182 
2014,7,11,0.0118 ,0.0079 ,0.0081 
2014,7,14,0.0026 ,0.0177 ,0.0188 
2014,7,15,0.0006 ,-0.0007 ,-0.0001 
2014,7,16,-0.0134 ,-0.0069 ,-0.0103 
2014,7,17,-0.0060 ,-0.0056 ,-0.0072 
2014,7,18,0.0015 ,-0.0012 ,-0.0032 
2014,7,21,-0.0017 ,-0.0058 ,0.0048 
2014,7,22,0.0105 ,0.0151 ,0.0205 
2014,7,23,-0.0168 ,-0.0113 ,-0.0076 
2014,7,24,-0.0050 ,-0.0044 ,-0.0118 
2014,7,25,0.0119 ,0.0127 ,0.0044 
2014,7,28,0.0166 ,0.0140 ,0.0127 
2014,7,29,0.0132 ,0.0137 ,0.0088 
2014,7,30,0.0130 ,0.0063 ,0.0052 
2014,7,31,0.0003 ,0.0067 ,0.0082 
2014,8,1,0.0062 ,-0.0019 ,-0.0130 
2014,8,4,0.0121 ,0.0148 ,0.0129 
2014,8,5,-0.0002 ,0.0008 ,0.0063 
2014,8,6,-0.0007 ,0.0062 ,0.0076 
2014,8,7,-0.0065 ,-0.0085 ,-0.0033 
2014,8,8,0.0074 ,0.0060 ,0.0052 
2014,8,11,0.0157 ,0.0166 ,0.0130 
2014,8,12,0.0022 ,0.0037 ,0.0081 
2014,8,13,-0.0078 ,-0.0034 ,0.0010 
2014,8,14,-0.0131 ,-0.0018 ,-0.0068 
2014,8,15,0.0080 ,0.0115 ,0.0052 
2014,8,18,0.0122 ,0.0173 ,0.0097 
2014,8,19,-0.0042 ,-0.0002 ,0.0039 
2014,8,20,-0.0047 ,0.0000 ,0.0035 
2014,8,21,0.0068 ,0.0023 ,-0.0019 
2014,8,22,0.0129 ,0.0084 ,0.0050 
2014,8,25,0.0077 ,-0.0022 ,-0.0071 
2014,8,26,-0.0230 ,-0.0216 ,-0.0255 
2014,8,27,0.0040 ,0.0056 ,0.0074 
2014,8,28,-0.0109 ,-0.0082 ,-0.0080 
2014,8,29,0.0107 ,0.0086 ,0.0126 
2014,9,1,0.0224 ,0.0182 ,0.0124 
2014,9,2,0.0092 ,0.0111 ,0.0154 
2014,9,3,0.0076 ,0.0091 ,0.0120 
2014,9,4,0.0087 ,0.0062 ,0.0136 
2014,9,5,0.0094 ,0.0062 ,0.0086 
2014,9,9,0.0105 ,0.0133 ,0.0062 
2014,9,10,0.0062 ,0.0048 ,-0.0014 
2014,9,11,-0.0072 ,-0.0035 ,-0.0033 
2014,9,12,0.0100 ,0.0132 ,0.0146 
2014,9,15,0.0008 ,0.0091 ,0.0181 
2014,9,16,-0.0271 ,-0.0360 ,-0.0316 
2014,9,17,0.0170 ,0.0111 ,0.0081 
2014,9,18,0.0251 ,0.0142 ,0.0044 
2014,9,19,0.0039 ,0.0139 ,0.0102 
2014,9,22,-0.0068 ,-0.0073 ,-0.0102 
2014,9,23,0.0045 ,0.0115 ,0.0179 
2014,9,24,0.0086 ,0.0116 ,0.0135 
2014,9,25,0.0004 ,0.0004 ,0.0010 
2014,9,26,0.0023 ,0.0055 ,0.0032 
2014,9,29,0.0072 ,0.0136 ,0.0119 
2014,9,30,0.0120 ,0.0079 ,0.0086 
2014,10,8,0.0273 ,0.0256 ,0.0144 
2014,10,9,0.0055 ,0.0033 ,0.0014 
2014,10,10,0.0047 ,-0.0026 ,-0.0006 
2014,10,13,0.0061 ,0.0087 ,-0.0003 
2014,10,14,-0.0013 ,-0.0024 ,-0.0023 
2014,10,15,0.0243 ,0.0209 ,0.0071 
2014,10,16,-0.0137 ,-0.0107 ,-0.0181 
2014,10,17,-0.0210 ,-0.0196 ,-0.0181 
2014,10,20,0.0170 ,0.0155 ,0.0198 
2014,10,21,-0.0158 ,-0.0141 ,-0.0136 
2014,10,22,-0.0176 ,-0.0167 ,-0.0125 
2014,10,23,-0.0088 ,-0.0164 ,-0.0084 
2014,10,24,0.0042 ,0.0045 ,0.0039 
2014,10,27,0.0154 ,0.0158 ,0.0057 
2014,10,28,0.0147 ,0.0208 ,0.0282 
2014,10,29,0.0083 ,0.0058 ,0.0218 
2014,10,30,0.0128 ,-0.0003 ,-0.0033 
2014,10,31,-0.0110 ,0.0002 ,0.0011 
2014,11,3,-0.0014 ,0.0077 ,0.0094 
2014,11,4,-0.0114 ,-0.0072 ,-0.0067 
2014,11,5,-0.0088 ,0.0000 ,0.0009 
2014,11,6,0.0139 ,0.0061 ,0.0102 
2014,11,7,-0.0126 ,-0.0136 ,-0.0073 
2014,11,10,0.0025 ,0.0043 ,0.0063 
2014,11,11,-0.0367 ,-0.0332 ,-0.0303 
2014,11,12,0.0112 ,0.0132 ,0.0145 
2014,11,13,-0.0163 ,-0.0149 ,-0.0193 
2014,11,14,0.0086 ,0.0038 ,-0.0029 
2014,11,17,0.0095 ,0.0123 ,0.0180 
2014,11,18,0.0041 ,0.0026 ,-0.0012 
2014,11,19,0.0122 ,0.0092 ,0.0025 
2014,11,20,-0.0109 ,-0.0034 ,0.0042 
2014,11,21,0.0088 ,0.0058 ,0.0167 
2014,11,24,0.0008 ,0.0026 ,0.0108 
2014,11,25,0.0211 ,0.0159 ,0.0231 
2014,11,26,0.0004 ,0.0065 ,0.0108 
2014,11,27,0.0089 ,0.0047 ,0.0080 
2014,11,28,-0.0012 ,-0.0052 ,-0.0062 
2014,12,1,-0.0091 ,-0.0097 ,-0.0145 
2014,12,2,0.0067 ,0.0088 ,0.0098 
2014,12,3,-0.0004 ,0.0034 ,0.0082 
2014,12,4,0.0128 ,0.0125 ,0.0083 
2014,12,5,-0.0306 ,-0.0360 ,-0.0369 
2014,12,8,0.0090 ,-0.0070 ,-0.0037 
2014,12,9,-0.0489 ,-0.0397 ,-0.0380 
2014,12,10,0.0235 ,0.0350 ,0.0427 
2014,12,11,0.0167 ,0.0129 ,0.0196 
2014,12,12,0.0012 ,0.0128 ,0.0024 
2014,12,15,0.0295 ,0.0169 ,0.0116 
2014,12,16,0.0058 ,-0.0044 ,-0.0090 
2014,12,17,-0.0231 ,-0.0193 ,-0.0240 
2014,12,18,-0.0109 ,-0.0040 ,-0.0069 
2014,12,19,-0.0182 ,-0.0195 ,-0.0224 
2014,12,22,-0.0631 ,-0.0439 ,-0.0441 
2014,12,23,-0.0197 ,-0.0048 ,-0.0182 
2014,12,24,0.0203 ,0.0235 ,0.0281 
2014,12,25,0.0144 ,0.0073 ,0.0129 
2014,12,26,0.0098 ,0.0012 ,0.0035 
2014,12,29,-0.0294 ,-0.0187 ,-0.0211 
2014,12,30,-0.0089 ,-0.0103 ,-0.0178 
2014,12,31,0.0060 ,0.0031 ,0.0121 
2015,1,5,0.0073 ,0.0069 ,0.0199 
2015,1,6,0.0276 ,0.0234 ,0.0252 
2015,1,7,-0.0101 ,-0.0022 ,-0.0063 
2015,1,8,0.0021 ,0.0035 ,-0.0020 
2015,1,9,-0.0053 ,-0.0061 ,-0.0074 
2015,1,12,-0.0138 ,-0.0086 ,-0.0124 
2015,1,13,0.0316 ,0.0139 ,0.0181 
2015,1,14,0.0071 ,0.0035 ,-0.0013 
2015,1,15,-0.0027 ,0.0053 ,0.0091 
2015,1,16,0.0150 ,0.0067 ,0.0116 
2015,1,19,-0.0069 ,-0.0211 ,-0.0293 
2015,1,20,0.0396 ,0.0370 ,0.0439 
2015,1,21,0.0141 ,0.0232 ,0.0246 
2015,1,22,0.0098 ,0.0097 ,0.0102 
2015,1,23,-0.0058 ,-0.0070 ,-0.0018 
2015,1,26,0.0118 ,0.0178 ,0.0207 
2015,1,27,0.0004 ,0.0077 ,-0.0002 
2015,1,28,0.0002 ,-0.0057 ,-0.0078 
2015,1,29,-0.0197 ,-0.0129 ,-0.0038 
2015,1,30,-0.0062 ,-0.0055 ,-0.0063 
2015,2,2,-0.0052 ,-0.0002 ,0.0001 
2015,2,3,0.0064 ,0.0095 ,0.0166 
2015,2,4,-0.0094 ,-0.0077 ,-0.0016 
2015,2,5,0.0038 ,-0.0047 ,-0.0095 
2015,2,6,-0.0184 ,-0.0183 ,-0.0106 
2015,2,9,-0.0088 ,-0.0060 ,-0.0095 
2015,2,10,0.0072 ,0.0061 ,0.0074 
2015,2,11,0.0115 ,0.0105 ,0.0076 
2015,2,12,0.0051 ,0.0125 ,0.0100 
2015,2,13,0.0291 ,0.0162 ,0.0192 
2015,2,16,0.0111 ,0.0184 ,0.0190 
2015,2,17,0.0118 ,0.0076 ,0.0040 
2015,2,25,0.0054 ,0.0038 ,0.0123 
2015,2,26,0.0020 ,0.0057 ,0.0074 
2015,2,27,0.0031 ,0.0055 ,0.0144 
2015,3,2,0.0257 ,0.0174 ,0.0353 
2015,3,3,0.0167 ,-0.0023 ,-0.0006 
2015,3,4,0.0421 ,0.0256 ,0.0062 
2015,3,5,-0.0017 ,0.0129 ,-0.0038 
2015,3,6,-0.0246 ,-0.0133 ,-0.0119 
2015,3,9,0.0153 ,0.0078 ,0.0273 
2015,3,10,0.0244 ,0.0125 ,0.0117 
2015,3,11,-0.0145 ,-0.0084 ,-0.0017 
2015,3,12,-0.0069 ,-0.0022 ,0.0018 
2015,3,13,0.0143 ,0.0115 ,0.0180 
2015,3,16,0.0356 ,0.0306 ,0.0375 
2015,3,17,0.0144 ,0.0091 ,0.0080 
2015,3,18,0.0204 ,0.0212 ,0.0193 
2015,3,19,0.0014 ,0.0139 ,0.0101 
2015,3,20,0.0113 ,0.0099 ,0.0065 
2015,3,23,0.0124 ,0.0206 ,0.0266 
2015,3,24,0.0037 ,0.0045 ,0.0062 
2015,3,25,0.0128 ,0.0169 ,0.0165 
2015,3,26,-0.0162 ,-0.0069 ,-0.0004 
2015,3,27,0.0219 ,0.0150 ,0.0181 
2015,3,30,0.0100 ,0.0118 ,0.0155 
2015,3,31,0.0089 ,0.0055 ,-0.0007 
2015,4,1,0.0307 ,0.0329 ,0.0470 
2015,4,2,0.0153 ,0.0222 ,0.0348 
2015,4,3,0.0196 ,0.0251 ,0.0246 
2015,4,7,0.0238 ,0.0237 ,0.0189 
2015,4,8,-0.0298 ,-0.0098 ,-0.0229 
2015,4,9,-0.0152 ,-0.0061 ,-0.0270 
2015,4,10,0.0377 ,0.0407 ,0.0270 
2015,4,13,0.0420 ,0.0393 ,0.0238 
2015,4,14,-0.0013 ,-0.0014 ,-0.0036 
2015,4,15,-0.0312 ,-0.0438 ,-0.0422 
2015,4,16,0.0173 ,0.0090 ,0.0145 
2015,4,17,-0.0017 ,-0.0084 ,0.0070 
2015,4,20,-0.0355 ,-0.0375 ,-0.0079 
2015,4,21,0.0431 ,0.0389 ,0.0470 
2015,4,22,0.0183 ,0.0282 ,0.0419 
2015,4,23,0.0281 ,0.0066 ,0.0060 
2015,4,24,0.0191 ,0.0000 ,0.0077 
2015,4,27,-0.0020 ,0.0103 ,0.0056 
2015,4,28,-0.0342 ,-0.0363 ,-0.0459 
2015,4,29,0.0246 ,0.0208 ,0.0205 
2015,4,30,0.0063 ,0.0011 ,0.0071 
2015,5,4,-0.0101 ,0.0070 ,0.0205 
2015,5,5,-0.0247 ,-0.0296 ,-0.0246 
2015,5,6,0.0038 ,-0.0177 ,-0.0206 
2015,5,7,-0.0267 ,-0.0169 ,-0.0435 
2015,5,8,0.0402 ,0.0462 ,0.0452 
2015,5,11,0.0422 ,0.0440 ,0.0499 
2015,5,12,0.0195 ,0.0136 ,0.0355 
2015,5,13,0.0014 ,0.0210 ,0.0085 
2015,5,14,0.0000 ,0.0058 ,0.0225 
2015,5,15,-0.0051 ,-0.0025 ,-0.0112 
2015,5,18,0.0459 ,0.0274 ,0.0145 
2015,5,19,0.0129 ,0.0300 ,0.0376 
2015,5,20,0.0073 ,0.0153 ,0.0180 
2015,5,21,0.0413 ,0.0465 ,0.0350 
2015,5,22,0.0259 ,0.0107 ,0.0227 
2015,5,25,0.0143 ,0.0284 ,0.0251 
2015,5,26,0.0363 ,0.0351 ,0.0359 
2015,5,27,-0.0057 ,0.0080 ,0.0154 
2015,5,28,-0.0436 ,-0.0646 ,-0.0613 
2015,5,29,0.0119 ,0.0185 ,0.0113 
2015,6,1,0.0587 ,0.0654 ,0.0674 
2015,6,2,0.0327 ,0.0505 ,0.0530 
2015,6,3,0.0170 ,0.0075 ,0.0119 
2015,6,4,0.0039 ,-0.0033 ,-0.0117 
2015,6,5,0.0033 ,0.0196 ,0.0170 
2015,6,8,-0.0043 ,-0.0128 ,-0.0052 
2015,6,9,-0.0069 ,-0.0047 ,0.0055 
2015,6,10,0.0279 ,0.0215 ,0.0255 
2015,6,11,0.0296 ,0.0280 ,0.0212 
2015,6,12,0.0058 ,0.0225 ,0.0337 
2015,6,15,-0.0266 ,-0.0221 ,-0.0116 
2015,6,16,-0.0415 ,-0.0402 ,-0.0622 
2015,6,17,0.0136 ,0.0142 ,0.0257 
2015,6,18,-0.0458 ,-0.0343 ,-0.0419 
2015,6,19,-0.0641 ,-0.0803 ,-0.0852 
2015,6,23,0.0024 ,0.0055 ,0.0062 
2015,6,24,0.0165 ,0.0273 ,0.0345 
2015,6,25,-0.0415 ,-0.0444 ,-0.0523 
2015,6,26,-0.0812 ,-0.0945 ,-0.1000 
2015,6,29,-0.0658 ,-0.0806 ,-0.0940 
2015,6,30,0.0699 ,0.0577 ,0.0557 
2015,7,1,-0.0562 ,-0.0620 ,-0.0715 
2015,7,2,-0.0679 ,-0.0752 ,-0.0851 
2015,7,3,-0.0559 ,-0.0736 ,-0.0783 
2015,7,6,-0.0429 ,-0.0493 ,-0.0443 
2015,7,7,-0.0851 ,-0.0968 ,-0.0998 
2015,7,8,-0.0495 ,-0.0712 ,-0.0699 
2015,7,9,0.1000 ,0.1000 ,0.0988 
2015,7,10,0.1000 ,0.1000 ,0.0982 
2015,7,13,0.0939 ,0.0980 ,0.0937 
2015,7,14,0.0704 ,0.0495 ,0.0341 
2015,7,15,-0.0479 ,-0.0672 ,-0.0648 
2015,7,16,0.0407 ,0.0304 ,0.0300 
2015,7,17,0.0697 ,0.0765 ,0.0775 
2015,7,20,0.0094 ,0.0226 ,0.0389 
2015,7,21,0.0058 ,0.0230 ,0.0291 
2015,7,22,0.0106 ,0.0255 ,0.0073 
2015,7,23,0.0393 ,0.0375 ,0.0337 
2015,7,24,-0.0267 ,-0.0234 ,-0.0297 
2015,7,27,-0.0893 ,-0.0911 ,-0.0994 
2015,7,28,-0.0365 ,-0.0353 ,-0.0391 
2015,7,29,0.0480 ,0.0566 ,0.0635 
2015,7,30,-0.0354 ,-0.0415 ,-0.0331 
2015,7,31,0.0074 ,-0.0108 ,-0.0103 
2015,8,3,-0.0107 ,-0.0388 ,-0.0452 
2015,8,4,0.0531 ,0.0710 ,0.0752 
2015,8,5,0.0046 ,-0.0031 ,-0.0117 
2015,8,6,-0.0092 ,0.0009 ,0.0171 
2015,8,7,0.0363 ,0.0399 ,0.0501 
2015,8,10,0.0410 ,0.0558 ,0.0596 
2015,8,11,0.0018 ,0.0008 ,0.0042 
2015,8,12,-0.0238 ,-0.0202 ,-0.0228 
2015,8,13,0.0152 ,0.0270 ,0.0332 
2015,8,14,0.0135 ,0.0099 ,0.0087 
2015,8,17,0.0213 ,0.0241 ,0.0261 
2015,8,18,-0.0573 ,-0.0906 ,-0.0880 
2015,8,19,0.0301 ,0.0282 ,0.0260 
2015,8,20,-0.0584 ,-0.0298 ,-0.0436 
2015,8,21,-0.0569 ,-0.0645 ,-0.0654 
2015,8,24,-0.0979 ,-0.0988 ,-0.0998 
2015,8,25,-0.0947 ,-0.0912 ,-0.0887 
2015,8,26,-0.0100 ,-0.0346 ,-0.0577 
2015,8,27,0.0486 ,0.0519 ,0.0459 
2015,8,28,0.0605 ,0.0709 ,0.0775 
2015,8,31,-0.0490 ,-0.0399 ,-0.0256 
2015,9,1,-0.0704 ,-0.0778 ,-0.0812 
2015,9,2,-0.0235 ,-0.0250 ,-0.0453 
2015,9,7,0.0221 ,0.0136 ,0.0081 
2015,9,8,0.0616 ,0.0579 ,0.0610 
2015,9,9,0.0291 ,0.0393 ,0.0500 
2015,9,10,-0.0093 ,-0.0210 ,-0.0132 
2015,9,11,0.0118 ,0.0081 ,0.0086 
2015,9,14,-0.0718 ,-0.0879 ,-0.0856 
2015,9,15,-0.0698 ,-0.0645 ,-0.0631 
2015,9,16,0.0889 ,0.0896 ,0.0923 
2015,9,17,-0.0251 ,-0.0228 ,-0.0191 
2015,9,18,0.0215 ,0.0175 ,0.0231 
2015,9,21,0.0423 ,0.0487 ,0.0566 
2015,9,22,0.0068 ,0.0092 ,0.0114 
2015,9,23,-0.0140 ,-0.0162 ,-0.0027 
2015,9,24,0.0099 ,0.0166 ,0.0147 
2015,9,25,-0.0424 ,-0.0341 ,-0.0428 
2015,9,28,0.0280 ,0.0275 ,0.0267 
2015,9,29,-0.0185 ,-0.0193 ,-0.0220 
2015,9,30,-0.0002 ,-0.0003 ,0.0053 
2015,10,8,0.0531 ,0.0553 ,0.0596 
2015,10,9,0.0134 ,0.0135 ,0.0265 
2015,10,12,0.0280 ,0.0464 ,0.0462 
2015,10,13,0.0025 ,0.0112 ,0.0352 
2015,10,14,-0.0155 ,-0.0128 ,-0.0192 
2015,10,15,0.0247 ,0.0388 ,0.0350 
2015,10,16,0.0085 ,0.0108 ,0.0205 
2015,10,19,0.0014 ,-0.0027 ,-0.0122 
2015,10,20,0.0115 ,0.0232 ,0.0216 
2015,10,21,-0.0455 ,-0.0665 ,-0.0724 
2015,10,22,0.0540 ,0.0477 ,0.0470 
2015,10,23,0.0423 ,0.0450 ,0.0475 
2015,10,26,-0.0083 ,0.0095 ,0.0239 
2015,10,27,0.0088 ,0.0136 ,-0.0013 
2015,10,28,-0.0295 ,-0.0277 ,-0.0179 
2015,10,29,0.0026 ,0.0130 ,0.0079 
2015,10,30,-0.0020 ,0.0041 ,-0.0051 
2015,11,2,-0.0240 ,-0.0271 ,-0.0362 
2015,11,3,-0.0042 ,-0.0057 ,0.0008 
2015,11,4,0.0549 ,0.0503 ,0.0584 
2015,11,5,-0.0095 ,-0.0048 ,0.0004 
2015,11,6,0.0217 ,0.0208 ,0.0316 
2015,11,9,0.0291 ,0.0155 ,0.0198 
2015,11,10,0.0022 ,0.0075 ,0.0031 
2015,11,11,0.0305 ,0.0205 ,0.0153 
2015,11,12,0.0036 ,0.0054 ,0.0160 
2015,11,13,-0.0158 ,-0.0257 ,-0.0060 
2015,11,16,0.0206 ,0.0209 ,0.0229 
2015,11,17,-0.0110 ,-0.0016 ,-0.0159 
2015,11,18,-0.0178 ,-0.0255 ,-0.0188 
2015,11,19,0.0226 ,0.0239 ,0.0332 
2015,11,20,0.0071 ,0.0154 ,0.0101 
2015,11,23,-0.0023 ,-0.0039 ,-0.0060 
2015,11,24,0.0085 ,0.0117 ,0.0088 
2015,11,25,0.0177 ,0.0181 ,0.0205 
2015,11,26,-0.0172 ,-0.0037 ,-0.0155 
2015,11,27,-0.0634 ,-0.0679 ,-0.0778 
2015,11,30,0.0039 ,0.0065 ,-0.0035 
2015,12,1,0.0081 ,0.0093 ,0.0038 
2015,12,2,-0.0082 ,0.0003 ,-0.0037 
2015,12,3,0.0272 ,0.0261 ,0.0223 
2015,12,4,-0.0008 ,0.0062 ,-0.0038 
2015,12,7,0.0189 ,0.0188 ,0.0189 
2015,12,8,-0.0210 ,-0.0228 ,-0.0172 
2015,12,9,-0.0037 ,-0.0076 ,-0.0018 
2015,12,10,0.0178 ,-0.0012 ,-0.0051 
2015,12,11,-0.0129 ,-0.0111 ,-0.0094 
2015,12,14,0.0087 ,0.0160 ,0.0226 
2015,12,15,0.0159 ,0.0164 ,0.0124 
2015,12,16,0.0138 ,0.0104 ,0.0084 
2015,12,17,0.0173 ,0.0281 ,0.0331 
2015,12,18,0.0217 ,0.0044 ,-0.0053 
2015,12,21,0.0238 ,0.0144 ,0.0137 
2015,12,22,0.0140 ,0.0108 ,0.0052 
2015,12,23,-0.0073 ,-0.0033 ,-0.0185 
2015,12,24,0.0063 ,0.0013 ,0.0051 
2015,12,25,0.0071 ,0.0137 ,0.0171 
2015,12,28,-0.0249 ,-0.0228 ,-0.0264 
2015,12,29,0.0031 ,0.0128 ,0.0209 
2015,12,30,0.0092 ,0.0140 ,0.0204 
2015,12,31,-0.0202 ,-0.0174 ,-0.0204 
2016,1,4,-0.0890 ,-0.0906 ,-0.0935 
2016,1,5,-0.0116 ,-0.0185 ,-0.0214 
2016,1,6,0.0301 ,0.0253 ,0.0243 
2016,1,7,-0.0911 ,-0.0935 ,-0.0967 
2016,1,8,0.0209 ,0.0154 ,0.0030 
2016,1,11,-0.0718 ,-0.0789 ,-0.0809 
2016,1,12,0.0156 ,0.0007 ,-0.0040 
2016,1,13,-0.0425 ,-0.0460 ,-0.0487 
2016,1,14,0.0447 ,0.0381 ,0.0414 
2016,1,15,-0.0200 ,-0.0375 ,-0.0373 
2016,1,18,0.0302 ,0.0186 ,0.0276 
2016,1,19,0.0350 ,0.0424 ,0.0446 
2016,1,20,-0.0077 ,-0.0088 ,-0.0055 
2016,1,21,-0.0155 ,-0.0328 ,-0.0493 
2016,1,22,-0.0018 ,0.0144 ,0.0241 
2016,1,25,0.0079 ,0.0118 ,0.0178 
2016,1,26,-0.0779 ,-0.0815 ,-0.0873 
2016,1,27,-0.0097 ,-0.0100 ,-0.0109 
2016,1,28,-0.0345 ,-0.0341 ,-0.0483 
2016,1,29,0.0332 ,0.0396 ,0.0463 
2016,2,1,-0.0138 ,-0.0117 ,-0.0123 
2016,2,2,0.0350 ,0.0378 ,0.0405 
2016,2,3,-0.0021 ,0.0069 ,0.0073 
2016,2,4,0.0313 ,0.0229 ,0.0205 
2016,2,5,-0.0104 ,-0.0064 ,-0.0115 
2016,2,15,-0.0004 ,0.0065 ,-0.0063 
